"SKU","DESCRIPTION","SKU_FAMILY","BOX_CODE"
"10391","KIT,SW,OVPK,WXPPSP2,CDWD,BPOR","SW","Envelope"
"80418","ASSY,CRD,PERC5I-ADAPTER,SAS","Card",""
"69586","MOD,SW,NIS,2006,15MO,SPN,TLOB","SW",""
"61216","MOD,INFO,1-4PV6XF,SAN,WOZON,AD","Miscellaneous",""
"49764","SI,ASSY,CRD,PERC5I-ADTR,#MX961","Card",""
"99749","ASSY,ENCL,SLED,L5,V3,LL,FD332","Mechanical",""
"1Y261","DIS,19.5,D2015H,BLK,CCC","FPD",""
"58715","KIT,RACK,V-RAIL,SL-CMA,4U,W","Mechanical",""
"82918","MOD,MDM,DFAX,CHER,DIM-XPS,CCC","Miscellaneous",""
"HV32H","KYBD,84,JPN,M18NSC-US","Keyboard/Mouse",""
"UY95U","CDSK,UTIL,FLASH,SVC-TAG,LAT","SW",""
"37653","SI,DP,MOD,DVD+RW,2X,PHPS,LAT-D","Card",""
"3M823","BASE,SV,8376HE,2.3,OMS,R905","Base Unit",""
"KT47K","ASSY,DVD,9DV55,SALADO","Miscellaneous","02087_A07"
"84138","CUS,SW,RHEL,2.1ES,U3,1YR,ENG","SW",""
"Y384Y","ASSY,BASE,NBK,Z530,OL,BRAZ32","Base Unit",""
"65386","PTR,962,AIO,ENG","Miscellaneous",""
"4D664","KIT,MSE/KYBD,CZE,KM636-B,P,EP","Keyboard/Mouse","1W217"
"DF33D","MOD,CDRW,8X,LG48X,REV,X20,E","Miscellaneous",""
"88788","KYBD,87,SLVN,ILS","Keyboard/Mouse","1W217"
"T994T","ASSY,DOOR,CVR,BTM,7359","Mechanical","4U500B"
"JF50J","PRC,HSW,I7-4510U,2.0,15W,4M,D0","PRC","GKCMD"
"77837","HD,18GB,S,U3/160,15K,80P,FJT","HDD",""
"52495","CBL,FC,LC-SC,3M,MULTI,FRU,DELL","Cable","Envelope"
"C880C","MEDIA,DVD,OS,W7P32SP1,SEA","Miscellaneous",""
"54845","MOD,SW,PDVD,VSTA,7.0,MPWS","SW",""
"47904","KIT,CDSK,EUROTOOLS,DIM,EMEA","SW","Envelope"
"4H474","ASSY,CRD,KEYSTONE,RSR1C,2X16,Z","Card",""
"30453","ASSY,KYBD,PR,BRAZ,WF,BL,BP,4","Keyboard/Mouse","4U500B"
"YH62Y","SI,KIT,BRKT,GPU,INTL,C4130,V2","Miscellaneous",""
"79747","ASSY,PLMRST,W/OFP,6430U,V1","Palmrest","4U500B"
"JD50J","KYBD,82,ITL,M18NSR-UBS","Keyboard/Mouse",""
"HY21H","ASSY,CARR,MTG,BLNK,HD,3.5,V2","Mechanical",""
"H374H","KIT,HD,4T,NL12,7.2K,3.5,S-MK,B","HDD",""
"EF10E","SI,CRD,VID,MATROX,GX2+ QUADP","Card",""
"97659","ASSY,PWA,ENGINE,C600/I4K,ADDS","Motherboards",""
"98909","ASSY,CHAS,MSMT,PFC,E521,L6","Mechanical",""
"19431","SI,DB,CRD,GRPC,P583,NVS285,D+W","Card",""
"FD87F","TRAY,FAN,REPL,6000-SRS","Mechanical",""
"D490D","KIT,SW,W7S32SP1,SEA,EMRP","SW",""
"87578","KYBD,84,FR-CAN-PQ,BLK,EMD3","Keyboard/Mouse","1W217"
"M692M","SWT BOX,48P,PSU-IO,N/OS,S4048","PWR CNT",""
"20272","STRG,MEDIA,HDD,750G,RD1000,WW","Miscellaneous","Envelope"
"23592","LK,MGNTC,RT,PV128T","Mechanical",""
"41204","TB,160/320GB,FH,PV122T","TBU",""
"MJ22M","FGA PROXY,PH0025B,BTS","Base Unit",""
"42334","SI,MOD,SW,CTRACE,1YR,&amp;amp;lt;100K,GSA","SW",""
"J652J","PLCMT,GETS,INSP,660,GBL,W8","Mechanical",""
"95139","HD,4GB,S,F3,TH,NN,68P,484,SGT","HDD",""
"9X239","HNG,LCD,NTCH,R,7530","Miscellaneous",""
"VR32V","FSD,USB,4GB,ALK,EMEA,SVC","Memory",""
"7C857","KYBD,85,DUT,S-PTG,TS S/M","Keyboard/Mouse","1W217"
"1C521","LBL,REG,NBK,FOOSE,DAO","Miscellaneous",""
"V818V","DIS,FPL,20,E2011HT,APCC,CG72","FPD",""
"51305","PWR SPLY,550W,RDNT,ASTEC","PWR SPLY","9U307"
"YY76Y","ASSY,KYBD,81,FRENG,W/PR,SL,NBL","Keyboard/Mouse",""
"T462T","SVC,PLN,SV,DELL,R620,V3","Motherboards","4U500"
"W491W","ADPT,AC,60W,DLTA,PD,GRY,BLCN","Adapter",""
"30343","KIT,SW,USB,W10EM,64,COS,316","SW","Envelope"
"74277","ASSY,DVD,INT,TEAC,TKB,V4","Miscellaneous","02087_A07"
"JC95J","ASSY,HD,2T,NL,7.2,3.5,SGT,FRU","HDD","H1053"
"5N515","CORD,PWR,250V,15A,12FT,PDU,JPN","Cable","Envelope"
"MT72M","KIT,BULB,FPR,190W,1220","Miscellaneous",""
"2Y512","ASSY,PWA,PLN,I3-SMB0,2G,GSKL","Motherboards","4U500"
"X397X","ASSY,HTSNK,DIS,BLK,EG,5590","Heatsink",""
"TC67T","KIT,BULB,FPR,4220/4320,UNIV","Miscellaneous",""
"JY67J","FGA PROXY,PH1545B,BTS","Base Unit",""
"MH97M","SVC,PWA,NBK,I3-2367 5323","Motherboards",""
"7N867","ASSY,CBL,USB,INT,RIPS,R910","Cable","Envelope"
"1P251","SPKR,ST03,STRKPRO,SVC","Miscellaneous",""
"PP51P","ASSY,PWA,PLN,I78750H,EG1,6,BI","Motherboards","4U500"
"4Y714","KIT,MEDIA,DVD,RDVD,1557/58,1G","Miscellaneous",""
"36313","INVRTR,LCD,12.1,SANYO,I2500","Mechanical",""
"22302","MOD,CRD,I/O,ESM,DRAC4/P","Card",""
"M994M","ASSY,BASE,DIS,S2719DM,EMEA","FPD",""
"D555D","LBL,REG,WRLES,WB195,CNB,BCC","Miscellaneous",""
"HY62H","ASSY,PWA,NBK,I7,4,1650,9510P0","Motherboards","4U500"
"62406","ASSY,HTSNK,PTBG","Heatsink",""
"42364","ASSY,FAN,BLWR,12V,60X15MM,D/O","FAN",""
"XG89X","ASSY,CBL,HDD,FFC,NEBULA","Cable",""
"9D819","ASSY,PWA,MBVPRODTP,TKN,SNK7202","Motherboards","4U500"
"86598","KIT,KYBD,PPC2K3,PDA,FOLD,UK","Keyboard/Mouse",""
"7G987","ASSY,BASE,PTR,CHI,2350D","Base Unit",""
"4D864","ASSY,KYBD,W/PLMRST,TUR,3148G","Keyboard/Mouse","4U500B"
"04260","SRV,OS,WXP,MCE,Q912067","Miscellaneous",""
"04810","ASSY,CBL,FLEX,SATA,OPTICAL","Cable","Envelope"
"FY27F","ASSY,TPAD,W/FFC,IRIS 14 BSW","PAD","02087_A07"
"6K436","CRD,WRLES,6250,BBUY","Card","D237D"
"XF59X","ASSY,BASE,64F/2R,SP,7010,NEOKY","Base Unit",""
"8W248","ASSY,KYBD,80,POR,9520,#","Keyboard/Mouse",""
"14271","ASSY,BASE,BTM,6KD,MDRT","Base Unit",""
"45214","LBL,HD,750G,SATA,DCS","Miscellaneous",""
"6F426","KIT,SWT,LTM,4G,3600E,F5,BCC","PWR CNT",""
"Y468Y","SSDR,512G,P34,80S3,HYNIX,PC611","SSDR","GKCMD"
"1V531","ASSY,CBL,LVDS,2C,6430U","Cable",""
"NG93N","KYBD,84,SVN,EMS3,WIN8,E5","Keyboard/Mouse",""
"RK84R","ASSY,CBL,FFC,KB,E6520,V2","Cable","Envelope"
"4H734","MOD,CVR,LCD,IMR,WHT,WLAN,910","LCD",""
"WV65W","KIT,MSE/KYBD,ICEL,KM5221W,BB,P","Keyboard/Mouse",""
"ND33N","ASSY,CMRA,HD,3240","Miscellaneous","GKCMD"
"87428","ASSY,KYBD,82,BEL,UBSK,SOLID,N7","Keyboard/Mouse",""
"28522","SI,929007,MOD,IMG,W2K,BCC","Miscellaneous",""
"95589","MOD,SW,WXPHSP2,DIM,TCHK,NDD,CC","SW",""
"6M746","KIT,KYBD,105,FR-CAN,KB216-B,L","Keyboard/Mouse",""
"HG37H","SVC,PLN,15-4210U,DTP,5440,W8P","Motherboards",""
"7F207","SCR,CWM,M2.5X3.0,BLK,NI,PAT","Mechanical",""
"04900","CBL,TBALL/MSE,LXPi+","Cable",""
"63946","SUBASSY,CDRW,TEAC,SIDE,NB","Miscellaneous",""
"08690","BRKT,STRN RLF,TB","Mechanical",""
"FX45F","SI,EMEA,MOD,SW,VHB32/64S,DXYYH","SW",""
"XP34X","FAN,THERMAL,LAT,3310V","FAN",""
"8X808","CBL,CNTL,FLEX-B,RAID,12G-BP,B","Cable","Envelope"
"WK25W","KYBD,80,KOR,C13S,WIN8","Keyboard/Mouse","1W217"
"MN52M","ASSY,KYBD,W/PLMRST,ITI,3147G","Keyboard/Mouse","4U500B"
"D712D","ASSY,LCD,AIO,NTCH,FHD,LG,7775","HUD","4U500"
"47144","KYBD,87,BRAZ,S-PTG,BNTS,VOS","Keyboard/Mouse","1W217"
"16491","CRD,CNTL PNL,BUTTONS,S5830DN","Control Panel",""
"1K731","DIS,FPL,24,G2410,BLK,APCC","FPD",""
"85238","DIS,FPL,17,DV,E173FPB,MG,ROW","FPD",""
"6Y966","ASSY,PWA,DTRBD,I/O,7591/7791","DB","GKCMD"
"40354","SUBASSY,PLN,425s/L,WB,0M,U","Motherboards",""
"JX54J","SVC,ASY,BASE,I5,8,256,SP4,IN","Base Unit",""
"4J554","ASSY,BASE,NBK,WO/WWAN,A90","Base Unit",""
"22902","SVC,ASSY,SPKR,2W,W/CVR,M1330","Miscellaneous",""
"88728","ASSY,PWA,PLN,UMA,1569","Motherboards",""
"VM70V","HD,1.2T,SAS6-E,10,2.5,S-IM,E/P","HDD","GKCMD"
"PK53P","MOD,SW,OFCHS-2010,ENG,ANW,SEA","SW",""
"FT49F","CBL,HDD,5580/3520","Cable","Envelope"
"9D459","ASSY,SWT,48P,S55,DC,REV AIR,D","PWR CNT",""
"27722","CUS,CDRW/DVD,HLDS,OPTI,GX270","Miscellaneous",""
"H442H","KYBD,104,SCHI,KB216-W,PMX","Keyboard/Mouse","1W217"
"K368K","ASSY,HTSNK,GMLK 12, NEW","Heatsink",""
"M466M","KIT,MEDIA,DVD,RDVD,7347/8","Miscellaneous",""
"KV18K","ASSY,PLMRST,SPC,B,80,5560/9510","Palmrest",""
"11421","MDM,V.92,DFAX,LPF,CHER,RUS","Modem",""
"27102","MOD,CRD,GRPHC,ULGA8,ULD,DVI","Card",""
"H735H","DVD+/-RW,8X,SATA,12.7T,PNSC","Miscellaneous","02087_A07"
"H770H","ASSY,PLMRST,NONE,DP,TBT,5491","Palmrest","4U500B"
"59965","SI,EMEA,MOD,CRD,280NVSPCI","Card",""
"3N943","SVC,PLN,154310,U,DTP,5540,W8P","Motherboards",""
"0H220","DIS,21.5,UZ2215H,DAO,RTL","FPD",""
"W476W","DIS,FPL,22,P2213T,BLK,TAA,MEX","FPD",""
"05250","KYBD,105,6P,BEL,NMB,TCO","Keyboard/Mouse","D237D"
"5G695","ASSY,CHAS,RACK,L6,R1231,TWR","Mechanical",""
"14581","MOD,BZL,LED,W/O-CMRA,E6400ATG","Miscellaneous",""
"08160","SVC,CRD,MM,AUD,SB0467,1394A","Card",""
"P797P","FGA,INSP DT 2330,BTO","Base Unit",""
"5J615","ASSY,BZL,FRT,NO-ODD,R5","Plastics",""
"36893","IC,80486SX-20,A0-STEP,PGA168","Miscellaneous",""
"3K163","KIT,SW,OFCBSC-2K7,FR,EMEA","SW",""
"02380","GDE,CHAS,REAR,PLSTC,NIC","Mechanical",""
"NW36N","KYBD,82,HEB,M16ISU-B","Keyboard/Mouse",""
"2X292","LBL,COA,OS,W7P3/6,ACDMC,EMF,FR","Miscellaneous",""
"0Y240","KYBD,83,FR,EMEA,1018","Keyboard/Mouse",""
"55305","ASSY,PNL,MET,BLNK,PWR-SPLY","Control Panel",""
"2P582","MOD,SW,VB32SP1,ANW,KOR,CCC","SW",""
"K966K","PWA,PLN,I7-7920,K,7720","Motherboards","4U500"
"R855R","MOD,INFO,CHAS,RED,M18X","Miscellaneous",""
"JK36J","LBL,RTL,INSP,15XX,BCC,5888","Miscellaneous",""
"69876","CORD,PWR,250V,2.5A,1M,C5,D,DEN","Cable","Envelope"
"0M420","ASSY,FAN,120X38MM,12V,T410","FAN",""
"07660","DVD+RW,4X,HLDS,V2","Miscellaneous",""
"2C882","KYBD,104,CZE,MECH,CMOS,REWORK","Keyboard/Mouse",""
"67436","SVC,PRC,CEL,1.06GHZ,C610,I4100","PRC",""
"N725N","ASSY,FAN,92X92,12V,FXN,T630","FAN","02087_A07"
"3H283","ADPT,AC,130W,LTON,4.5,CCR,V2","Adapter","Envelope"
"JV93J","ASSY,PWA,DTP,5820T-X","Motherboards",""
"1D271","FAN,CPU,5V,NBK,DIAZ","FAN","02087_A07"
"HK96H","ASSY,CBL,I2C,X6BP,MB,MX740C","Cable",""
"09110","MOD,LCD,14.1WX,D620,LPL","LCD",""
"87178","BTRY,PRI,56WHR,6C,LITH,DYNPK","Battery","1W217"
"83378","MOD,MDM,CHER2,FH,OPTI,APCC","Miscellaneous",""
"JX98J","KIT,MSE/KYBD,SWI,KM636-W,L,EP","Keyboard/Mouse","1W217"
"4J554","ASSY,PLMRST,WO/SEC,OHT,S,E7270","Palmrest","4U500B"
"3M393","PWR SPLY,250PFC,FXCN,ACBEL,EUP","PWR SPLY",""
"7H667","SVC,PRC,PHM,9650,2.3,512X4,4C","PRC",""
"MV79M","ASSY,BASE,DIS,U2412MC,EMEA,ES8","FPD",""
"R712R","ASSY,CBL,X8BP,MPERC,APL,R640","Cable","Envelope"
"4C204","MOD-FCTNL,KACE,EK1100-ADV","Miscellaneous",""
"17741","BTRY,ADDL,56WH,6C,LITH,DYNPK","Battery","1W217"
"R132R","ASSY,PLMRST,GRAY,TC,GRE,BL","Palmrest",""
"69116","KIT,SW,MCAF,8,CD,SWE","SW",""
"G190G","LCD,12.5HDF,TN,AG,AUO","LCD","4U500"
"74407","ASSY,LCD,300NITS,WXGA,AUO,19T","HUD",""
"8R408","ASSY,BASE,DIS,U2715H,CCC4","FPD",""
"13701","MOD,SW,OFCPRO-2K7,DUT","SW",""
"XJ84X","ASSY,CVR,LCD,M-NGHT BLU,T15","HUD","4U500"
"37903","SI,555414,IMG,W2K,GX240D,INTL","Miscellaneous",""
"PH33P","ASSY,ANT,WWAN,LTE,LF,ANW,M14X","Mechanical",""
"63366","BZL,DVD,8X,HLDS,FXD,SIDE","Plastics",""
"13591","SVC,PRC,1.46,YONAH,410,CEL,C0","PRC",""
"C694C","ASSY,PWA,PLN,I71255U,D,8NADLBL","Motherboards",""
"4G164","PWA,RSR,1U,METALLICA G5 MLK","Motherboards","GKCMD"
"51255","SVC,KIT,DRWR,CMP,W/CBL,BLK","Miscellaneous",""
"10761","DIMM,2G,800M,256X64,8,240,2RX8","Memory","GKCMD"
"6Y166","SI,EMEA,MOD,SW,COA,W7HP,9RY9V","SW",""
"57925","PWA,PLN,GX280,BCOM,TJD,G8310BC","Motherboards",""
"8D258","ASSY,GSKT,VID,NIC,SND,LXXXC","Mechanical",""
"22152","KYBD,80,ETNA,M19ISC-BS","Keyboard/Mouse",""
"RM68R","ASSY,HNG,LCD,LT, ARMANI14","Mechanical","1W217"
"WV88W","ASSY,HTSNK,W/FAN,NVE,7530","Heatsink","1W217"
"V530V","ASSY,HUB,SCTY APPE,NSA9450,HA","Router",""
"3J303","KYBD,90,JPN,S-PTG,B BNTS II","Keyboard/Mouse",""
"5P265","KYBD,83,SWE/FIN,BLK,1120/21,EM","Keyboard/Mouse",""
"23912","PWA,PLN,GX280,BCOM,TSMT,HPR","Motherboards",""
"0V600","ASSY,CBL,LVDS,FHD,LCD,M4700,V1","Cable","Envelope"
"5J255","KIT,SW,RHEL,5HPC,4SKT,RGTN,1YR","SW",""
"G783G","ASSY,BASE,NBK,SU9400,2,ADAMO,P","Base Unit",""
"JX83J","PWA,PLN,T,U,I5-1235U,5430,VN","Motherboards",""
"YW66Y","ASSY,CBL,DATA,DRAC3","Cable","Envelope"
"C760C","ASSY,PLMRST,TP,82,BLK,9305","Palmrest","4U500B"
"81348","CBL,LC-SC,DX,FC,25M","Cable","CFX79"
"YF75Y","KIT,SW,W7H64,USB,WW,MUI,FY13AW","SW","Envelope"
"22452","MOD,SW,VHP32,INSP,POL,EMF,NDD","SW",""
"M422M","ASSY,PWA,NBK,I5,16G,512G,VN","Motherboards",""
"6P826","BZL,LCD,PLSTC,W/O,CMRA,1440","Plastics",""
"TR26T","KIT,MSE/KYBD,US,KM636-W,LOGI","Keyboard/Mouse","1W217"
"1T501","ASSY,BZL,FRT,SFF,5050","Plastics","4U500"
"DM98D","BTN,PWR,TITAN SOLID,5410","Mechanical",""
"91669","ASSY,CRD,PLN,INTRPSR,CKT,AX350","Motherboards",""
"61836","CRD,WRLES,ENET,966,EMEA","Card","D237D"
"3C923","DIS,CLR,15,110/220V,TCO","FPD",""
"95639","ASSY,CRD,CTL,CHAN,SAS,PS65XX,","Controller Card","GKCMD"
"5V435","MOD,MDM,MBLBB,DW5550,E3/2,GEN","Miscellaneous",""
"Y286Y","CBL,AUX,SAS,545MM,C5220","Cable",""
"66406","ASSY,DVD+/-RW,8X,PHILIPS,STB","Miscellaneous","02087_A07"
"66956","KIT,RACK,FRM/DOOR/SDPL,24U,V5","Mechanical",""
"6M126","ASSY,CVR,BTM,SKY,9315,ICC","Cover",""
"F682F","SVC,PLN,S-TPM,T310,V4","Motherboards","4U500"
"10371","BASE,TJD,2.4G,GX270N,F1858,BCC","Base Unit",""
"X710X","ASSY,PLMRST,SNF,TC,HUN,NBL,C","Palmrest",""
"6C456","ASSY,BZL,LCD,NT,GRAY,V3 14","Plastics",""
"6K156","ASSY,BASE,DIS,P2422H,DTA","FPD",""
"3N833","SRV,SW,RXO,10.3,DE,BUSNS","SW",""
"70517","ASSY,CHAS,FRM,MID,NO,WWAN,ST","Mechanical",""
"CK89C","OVKT,WS12,DGRD,WS8R2EE,SP1,SCH","Miscellaneous",""
"5P305","ASSY,CVR,BTM,BASE,1440","Cover","4U500B"
"5D205","PWR SPLY,240W,MT,APFC,LTON","PWR SPLY","9U307"
"1C671","FILLER,BZL,PLSTC,BLK,EXP BAY","Miscellaneous",""
"3T523","PWA,DTRBD,I/O,NBK,UMA,E6410","DB","GKCMD"
"94169","FGA PROXY,PH0635D,BTS","Base Unit",""
"29222","SCR,CPTV,10-32,SLT,KNURLED","Mechanical",""
"0P980","MOD,SW,OFCHS-2K7,ANW,GER","SW",""
"J410J","ASSY,HNG,UP,LCD,NCMRA,MC,7404","Miscellaneous",""
"5H355","CRD,BKPLN,M710","Backplane",""
"07980","SVC,PWA,PLN,I3-2365,1G,OAK14","Motherboards",""
"28922","GDE,GETS,PC6024,DAO/BCC","Mechanical",""
"P028P","KYBD,87,US,FR-ENG BI,BBY","Keyboard/Mouse",""
"R311R","ASSY,KYBD,81,HEB,M18NSC-UB","Keyboard/Mouse",""
"CW33C","KIT,RCKRL,1U,STD-DEPTH,SX6012","Mechanical",""
"28722","CDSK,MUS-MATCH,MP3,MING/SINA","SW",""
"3N843","INFO,SVC,RTN-WYBL,NBD,CMPTCHS","Miscellaneous",""
"J548J","ASSY,ANT,GAIN-DIRL,21DBI,+MTG","Mechanical","Envelope"
"JC77J","FGA,INSP DT 2020,BTS","Base Unit",""
"59875","ASSY,DOOR,BTM,W/SC+SSD,THIN,VN","Mechanical",""
"90859","KIT,SW,OFCBSC-2K7,ARA","SW",""
"GY19G","ASSY,PLMRST,SC,DP,TBT,AL,5500","Palmrest",""
"WN94W","ASSY,BASE,DIS,UP3017,EMEA","FPD",""
"06690","PRC,80532,2.0G,512K,400FSB,SKF","PRC","GKCMD"
"WM94W","KIT,MSE/KYBD,W8,WRLES,SPN","Keyboard/Mouse","1W217"
"9P369","HD,600GB,SAS,15K,EMC","HDD","H1053"
"74607","CBL,SER-NULL-MDM,DB9-DB9,10FT","Cable","Envelope"
"63176","ASSY,BASE,PTR,SVC,JPN,1320C","Base Unit",""
"4X444","SVC,ASSY,PLMRST,I4000","Palmrest",""
"V148V","ASSY,CBL,INT,USB,R520","Cable","Envelope"
"57265","CRD,WRLES,ULD,INT,BLTH,DW360","Card","D237D"
"67926","MOD,SW,WXP64,DIM,NDD,ENG,CCC","SW",""
"14781","SVC,PLN,DTP,I74500,8,T,9Q33W8P","Motherboards",""
"2Y842","ASSY,HTSNK,BLWR,USFF,780","Heatsink",""
"4P544","CORD,PWR,200V,6F,AC,3W-3P,HK","Cable","Envelope"
"FF52F","ASSY,PWA,NBK,I74500,8,S,9Q33","Motherboards",""
"G558G","FGA,INSP LPT 5521,BTS","Base Unit",""
"44704","LBL,REG,APR,D/PORT,WW,QTA","Miscellaneous",""
"N515N","DGPM,CVR,N-TSP,HD,H15","Miscellaneous",""
"39613","KIT,SPKR,240V,A425,ULD,ZLX,ANZ","Miscellaneous",""
"1J941","DIS,19.5,E2016HV,BLK,APCC","FPD",""
"R835R","FGA PROXY,PH3747B,BTS","Base Unit",""
"XF59X","ASSY,CVR,BTM,BLK,TV,1120/21","Cover","4U500B"
"R592R","ASSY,HTSNK,W/FAN,G3,MQ,K,NE,15","Heatsink",""
"96879","BDG,DIM4500","Miscellaneous",""
"0Y510","ASSY,PLMRST,BLK,TC,NBL,FR,N515","Palmrest",""
"1N771","ASSY,XCVR,10G,TWX,W/3MCBL","Adapter",""
"75627","ASSY,PWA,DTP,R7910XL,FXCN","Motherboards",""
"5H185","PWA,PLN,SV,DELL,PE1950,MLK","Motherboards",""
"XP41X","KIT,MDM,V90,DFV,GRAPH,FR","Modem",""
"6M356","ASSY,CRD,PLN,SVC,WF,IJ2,TA,ROW","Motherboards","GKCMD"
"58645","BASE,PTR,LXK,M5200N,DAO,X","Base Unit",""
"JJ46J","ASSY,PWA,SVI5-63,TC,DTP,748,V3","Motherboards","4U500"
"6K426","ASSY,HNG,BRKT,R,T,LCD,5459","Miscellaneous","1W217"
"3N823","CVR,FRT,CMRA,TSN,WHT,1909","Cover",""
"KJ39K","KIT,MSE,BLTH,6BTN,APAC,WM524","Keyboard/Mouse","Envelope"
"54535","MOD,FD,1.44,F3,NBZ,HM,NEC","Miscellaneous",""
"M269M","SVC,PRC,TRN,P540,2.4,1MX2,2C","PRC",""
"P619P","DIS,FPL,20,E2011HT,CCC,CG72","FPD",""
"XX55X","SVC,PLN,SFF,9020,OPTI,TPM,W8P","Motherboards","4U500"
"17211","CUS,DPLXR,PAPER,3110/3115CN","Miscellaneous",""
"DY74D","PWA,PLN,V,U,WL,PE,4/128,C,312S","Motherboards",""
"KV17K","SVC,ASSY,DS,E-SPR,210W,WW","Port Replicator",""
"51125","KIT,MSE/KYBD,ARA,KM5221W,BB,P","Keyboard/Mouse",""
"0J270","CRD,GRPHC,6GB,AMD,S9000","Card",""
"11421","SVC,PLN,DISCRT,TPM,W8P,E6430","Motherboards",""
"MC93M","KIT,HD,2TB,EXT,+SW,DAO/EMEA","HDD",""
"19821","CBL,DATA,40P,INT,EIDE,HL","Cable","Envelope"
"39783","HNG,LCD,LT,TCH,7310","Miscellaneous",""
"02700","ASSY,HTSNK,TJD,P4,3.06,GX270","Heatsink",""
"8F508","SVC,LCD,13.3,WXGA,TLF,W/CMRA","LCD","4U500"
"YN14Y","SI,G20G05,MOD,INFO,SW","Miscellaneous",""
"81178","MOD,SW,WXPP,SCHI,PWS,CCC","SW",""
"M031M","SSDR,1TB,P34,30S3,SMSNG,PM991A","SSDR","GKCMD"
"7X377","CUS,CTRG,TONR,1.2K,YEL,215X","Miscellaneous",""
"DR51D","PWA,PLN,NBK,3320M,DTP,E6430S","Motherboards","4U500"
"08890","PWA,PLN,GX270,DT,TSMT,YF943BCC","Motherboards",""
"52175","SUBASSY,HD,60G,72,MRGP,D410","HDD",""
"XN79X","CRD,BKPLN,SAS,XPNDR, R720XD","Backplane",""
"03760","FSD,USB,128M,SMART","Memory",""
"9V249","LBL,COA,OFCPRO-2010,ENG,BCC","Miscellaneous",""
"XD43X","CUS,MDM,WRLES,DW5550,E3,BCC","Modem",""
"11221","IC,PROG,FW,2MX16,PERC6I,INTG","Miscellaneous",""
"1K781","BTRY,PRI,97WHR,9C,LITH,LGC","Battery","1W217"
"20642","GDE,GETS,PWRCNT,27XX,DAO/BCC","Mechanical",""
"40834","DIMM,512,333M,ECC,K0298,BCC","Memory","GKCMD"
"X389X","DIS,FPL,20,E2010HC,BLK,DAO","FPD",""
"YN18Y","SI,HD,SSDR,240GB,SATA,WINTEC","SSDR",""
"VC64V","CRD,NTWK,DP,SFN8522+,FH,Z","Network Card",""
"3H233","FGA,INSP DT 2330,BTO","Base Unit",""
"M267M","CUS,CBL,PERC,BTRY,R510","Cable",""
"70657","KIT,SW,OVPK,WXP,MCE05U,DVD,FR","SW","Envelope"
"8D358","KIT,SW,WBLUE64,USB,SCHI,ROW","SW",""
"23292","IC,PROG,EEPROM,FRU","Miscellaneous",""
"67146","DIS,FPL,1707FP,USFF,BLK,1BX,EM","FPD",""
"42894","BZL,PLSTC,TSMT,DIM,3.0","Plastics",""
"3J883","KIT,HD,2TB,NL,SAS,MSKPLUS","HDD",""
"8N438","KYBD,82,TCHI,M14ISU","Keyboard/Mouse","1W217"
"R290R","ASSY,PLMRST,SNF,NTC,THAI,NBL,C","Palmrest","4U500B"
"9H679","SI,EMEA,CRD,VID,PCIE,Y418G","Card",""
"G721G","SVC,PLN,I7-3520M,TPM,E6230","Motherboards",""
"NY62N","SVC,CVR,LJ,LF,B5460","Cover",""
"YH59Y","ASSY,PWA,MTE,FWTPM,5080","Motherboards",""
"58715","PLCMT,STUP,P2500,V2,ENG","Mechanical",""
"VU85V","SRV,SW,CRD,NIC,W98,APR,I5000","SW",""
"88978","KYBD,88,FR,D-PTG,LGT","Keyboard/Mouse",""
"3W853","ASSY,PLMRST,PLSTC,ANW,M14XR2","Palmrest","4U500B"
"4D114","TPAD,W/O BRKT,LAT,3410","PAD",""
"9K159","ASSY,BASE,DIS,U2417H,KOR,WOST","FPD",""
"CP66C","ASSY,PLMRST,SLV,C,N515NBSPNLAC","Palmrest",""
"94739","PWR SPLY,210W,SATA,T0259,BCC","PWR SPLY",""
"07660","LBL,LTO4,MEDIA,1-200","Miscellaneous",""
"WC92W","CD,RW,650M,I,SFX,4/4/20X,VO,KM","Miscellaneous",""
"26622","ASSY,CHAS,MND,2HDD,OPTI,L5+","Mechanical",""
"C111C","ASSY,CRD,INTFC,1PRT,SER,SRX","Card",""
"D013D","PWA,PLN,U,I7-1265V,16,5330,2ND","Motherboards",""
"7C267","CRD,PLN,XPS,DXXX,PIIX4E,SND","Motherboards","4U500"
"DC74D","ASSY,KYBD,102,BEL,B,BK/BL,OF","Keyboard/Mouse",""
"CD84C","ASSY,HTSNK,CPU,45W,M4700","Heatsink",""
"92719","KIT,SW,OVPK,VHP32,DVD,GRE","SW","Envelope"
"5G975","CTRG,TONR,4K,HY,YEL,GOSHAWK","Mechanical",""
"2G532","ASSY,BRKT,HNG,LCD,LF,E,N7110","Mechanical",""
"H558H","KIT,SW,VB32SP2,DVD,TCHI","SW","Envelope"
"09610","SVC,SWT,48P,S4148T,N/OS,CH","PWR CNT",""
"UK42U","SI,CBL,MATROX,GX2+DUALP","Miscellaneous",""
"41494","SUBASSY,LCD,15XG,SMSNG,5150,B","HUD",""
"5R565","PRM,80526,667,256K,133FSB,SLT1","PRC",""
"2M302","ASSY,PWA,NBK,I73517,8,T,9Q23","Motherboards","4U500"
"6X646","ASSY,PWA,DTP,PWS,T5810XL","Motherboards",""
"94419","KIT,DOC/DSK,PTR,968,EFNS","Miscellaneous",""
